Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Has A Kinder Garden,Has A Pre K,Grades At The School,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal Name,Geographical District Code,Admin District Location Code,Lat,Lon,Pre K Seats Available,Pre K Applicants,Pre K offers,Pre K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre K Total Enrollment Including Half Day And Full Day,Number of Female Students in Prek,Percentage of Female Students in Prek,Number of Male Students in Prek,Percentage of Male Students in Prek,Number of Asian Students in Prek,Percentage of Asian Students in Prek,Number of Black Students in Prek,Percentage of Black Students in Prek,Number of Hispanic Students in Prek,Percentage of Hispanic Students in Prek,Number of Students with a Race listed as Other in Prek,Percentage of Students with a Race listed as Other in Prek,Number of White Students in Prek,Percentage of White Students in Prek,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
27Q100,Q100,P.S. 100 Glen Morris,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",11140,1930,88,1033747,186958,410,28,10200,4116230001,QN55,South Ozone Park                                                           ,Laureen Fromberg,27,Q827,40.679694,-73.821545,72,225,72,32.00%,150,242,117,48.35%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,64,36,56.25%,28,43.75%,14,21.88%,suppressed for privacy concerns,suppressed for privacy concerns,9,14.06%,40,62.50%,suppressed for privacy concerns,suppressed for privacy concerns,197,47.02%,249,59.43%,NO,0,24.2,0,0,25,0,DANCE ROOM,N,Inside,N,YES,YES,100,9839735,0,0,957,159,158,141,130,153,152,0,0,0,0,0,0,0,488,50.99%,469,49.01%,377,39.39%,67,7.00%,183,19.12%,293,30.62%,37,3.87%,172,17.97%,71,7.42%,599,62.59%,0.6501389742,156,683,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-558-1510,"111-11 118 STREET, QUEENS NY 11420",1,1,NO,Partially Accessible,Yes
27Q104,Q104,P.S. 104 The Bays Water,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",14062,1938,80,1049606,160876,414,31,100801,4156930001,QN15,Far Rockaway-Bayswater                                                     ,KATHLEEN GRADY,27,Q827,40.608002,-73.764621,46,140,46,32.86%,100,137,87,63.50%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,49,21,42.86%,28,57.14%,suppressed for privacy concerns,suppressed for privacy concerns,26,53.06%,19,38.78%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,101,33.89%,124,41.47%,NO,Redacted for privacy concerns,23.66666,0,0,24,0,MULTI-PURPOSE CLASSROOM,N,Inside,Y,YES,NO,87,8088615,0,0,689,106,117,106,114,100,97,0,0,0,0,0,0,0,314,45.57%,375,54.43%,21,3.05%,314,45.57%,313,45.43%,10,1.45%,31,4.50%,134,19.45%,92,13.35%,550,79.83%,0.8478882313,222,502,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-327-1910,"26-01 MOTT AVENUE, QUEENS NY 11691",1,2,NO,Not Accessible,Yes
27Q105,Q105,P.S. 105 The Bay School,343000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",21367,1958,60,1045080,156459,414,31,97203,4159740003,QN12,Hammels-Arverne-Edgemere                                                   ,LAURIE SHAPIRO,27,Q827,40.595911,-73.780961,36,87,30,34.48%,100,97,60,61.86%,,17,113,6.647058824,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,36,15,41.67%,21,58.33%,suppressed for privacy concerns,suppressed for privacy concerns,18,50.00%,14,38.89%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,91,18.13%,61,12.15%,NO,115,22.5,0,0,18.5,2,GYMNASIUM,N,Inside,N,YES,YES,106,9840690,0,0,815,94,76,77,104,88,105,76,77,82,0,0,0,0,389,47.73%,426,52.27%,20,2.45%,512,62.82%,265,32.52%,6,0.74%,12,1.47%,235,28.83%,42,5.15%,718,88.10%,0.9318098426,232,646,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-474-8615,"420 BEACH  51 STREET, QUEENS NY 11691",2,1,NO,Not Accessible,Yes
27Q106,Q106,Lighthouse Elementary School,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",11505,1931,87,1049001,156042,414,31,99200,4158610035,QN12,Hammels-Arverne-Edgemere                                                   ,Rachelle Legions,27,Q827,40.594738,-73.766846,18,56,14,25.00%,15,57,47,82.46%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,14,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,10,71.43%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,NO,0,0,0,0,26,1,PLAYROOM/CAFETERIA,N,Inside,Y,YES,NO,34.6,3040911,0,0,211,28,37,33,42,27,30,0,0,0,0,0,0,0,101,47.87%,110,52.13%,6,2.84%,128,60.66%,66,31.28%,6,2.84%,5,2.37%,66,31.28%,23,10.90%,198,93.84%,0.9291137457,98,159,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-327-5828,"180 BEACH  35 STREET, QUEENS NY 11691",0.6,0,NO,Not Accessible,Yes
27Q108,Q108,P.S. 108 Captain Vincent G. Fowler,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",9314,1925,93,1031118,186730,410,28,9600,4114750011,QN55,South Ozone Park                                                           ,JENNIFER IOVINE,27,Q827,40.679083,-73.831025,36,289,36,12.46%,175,369,165,44.72%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,36,11,30.56%,25,69.44%,6,16.67%,suppressed for privacy concerns,suppressed for privacy concerns,27,75.00%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,437,58.66%,455,60.51%,YES,34,22.83333,0,25,24,1,GYMNASIUM,N,Inside,N,YES,YES,124,12098830,0,0,1471,196,234,219,259,268,259,0,0,0,0,0,0,0,709,48.20%,762,51.80%,541,36.78%,87,5.91%,737,50.10%,25,1.70%,81,5.51%,219,14.89%,141,9.59%,"1,252",85.11%,0.64672333,219,973,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",Yes,Yes,NONE,718-558-2700,"108-10 109 AVENUE, QUEENS NY 11420",2,1,NO,Partially Accessible,Yes
27Q114,Q114,P.S./M.S. 114 Belle Harbor,343000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",9679,1926,92,1024706,149728,414,32,92800,4162570001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,ELIZABETH WELSOME,27,Q827,40.577552,-73.854364,36,131,36,27.48%,100,177,88,49.72%,,84,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,36,21,58.33%,15,41.67%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,34,94.44%,260,74.29%,224,67.67%,NO,6,20.66666,0,0,21,2,GYMNASIUM,Y,Inside,N,YES,YES,73,6820257,16600,24.81315396,669,83,90,83,105,76,91,33,43,29,0,0,0,0,325,48.58%,344,51.42%,5,0.75%,14,2.09%,72,10.76%,9,1.35%,569,85.05%,148,22.12%,3,0.45%,163,24.36%,0.1732047796,118,278,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-634-3382,"134-01 CRONSTON AVENUE, QUEENS NY 11694",1,1,YES,Partially Accessible,No
27Q123,Q123,P.S. 123,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",10410,1928,90,1040952,186689,412,28,18402,4120190010,QN76,Baisley Park                                                               ,Anthony Hooks,27,Q827,40.678913,-73.795571,54,77,54,70.13%,125,139,109,78.42%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,54,28,51.85%,26,48.15%,12,22.22%,21,38.89%,13,24.07%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,130,40.25%,117,36.00%,NO,9,19,0,0,23,0,GYMNASIUM,N,Inside,N,YES,YES,82,7337333,0,0,688,86,110,104,124,101,109,0,0,0,0,0,0,0,327,47.53%,361,52.47%,82,11.92%,379,55.09%,145,21.08%,62,9.01%,20,2.91%,130,18.90%,44,6.40%,591,85.90%,0.7236846089,298,576,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-529-4300,"145-01 119 AVENUE, QUEENS NY 11436",1,1,NO,Not Accessible,No
27Q124,Q124,P.S. 124 Osmond A Church,343000000000,DOE,General Academic,K-8,YES,NO,"0K,01,02,03,04,05,06,07,08,SE",10044,1927,91,1036609,181854,410,28,84602,4118820001,QN55,South Ozone Park                                                           ,Maritza Williams Jones,27,Q827,40.665669,-73.811266,No Pre K,No Pre K,No Pre K,No Pre K,100,113,81,71.68%,,157,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,408,49.94%,304,40.00%,NO,22,21.66666,0,0,18,3,MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,YES,NO,90,9288805,0,0,1229,92,123,125,127,144,158,179,143,138,0,0,0,0,586,47.68%,643,52.32%,591,48.09%,246,20.02%,272,22.13%,83,6.75%,37,3.01%,149,12.12%,88,7.16%,770,62.65%,0.6740105748,109,566,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-529-2580,"129-15 150 AVENUE, QUEENS NY 11420",2,1,NO,Partially Accessible,No
27Q146,Q146,P.S. 146 Howard Beach,343000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",13332,1936,82,1030057,179969,410,32,88400,4141680016,QN57,Lindenwood-Howard Beach                                                    ,MARY KEEGAN,27,Q827,40.660531,-73.834896,18,123,18,14.63%,50,159,62,38.99%,,75,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,16,10,62.50%,6,37.50%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,10,62.50%,262,60.23%,242,55.50%,NO,19,25,0,0,25,1,DANCE ROOM,N,Inside,N,YES,YES,68,6537240,0,0,678,54,61,84,84,88,77,78,60,76,0,0,0,0,349,51.47%,329,48.53%,29,4.28%,14,2.06%,262,38.64%,7,1.03%,366,53.98%,150,22.12%,13,1.92%,322,47.49%,0.3134837747,96,292,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-659-3140,"98-01 159 AVENUE, QUEENS NY 11414",1,0,NO,Not Accessible,Yes
27Q155,Q155,P.S. 155,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",11505,1931,87,1036931,186750,410,28,17600,4116730001,QN55,South Ozone Park                                                           ,Gregory Jacobs,27,Q827,40.679105,-73.810067,54,161,54,33.54%,75,177,73,41.24%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,53,27,50.94%,26,49.06%,18,33.96%,suppressed for privacy concerns,suppressed for privacy concerns,9,16.98%,17,32.08%,suppressed for privacy concerns,suppressed for privacy concerns,127,57.99%,154,69.37%,NO,Redacted for privacy concerns,23.66666,0,0,0,1,MULTI-PURPOSE CLASSROOM,N,Inside,Y,YES,YES,52,5089630,0,0,520,76,68,87,76,89,71,0,0,0,0,0,0,0,260,50.00%,260,50.00%,163,31.35%,117,22.50%,106,20.38%,123,23.65%,11,2.12%,65,12.50%,37,7.12%,478,91.92%,0.6459557414,122,396,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-558-1310,"130-02 115 AVENUE, QUEENS NY 11420",1,0,NO,Not Accessible,Yes
27Q183,Q183,P.S. 183 Dr. Richard R. Green,343000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",22828,1962,56,1038169,154005,414,31,94202,4161120001,QN12,Hammels-Arverne-Edgemere                                                   ,Jessica Romero,27,Q827,40.58922,-73.805866,18,47,18,38.30%,75,62,Suppressed for Privacy,Suppressed for Privacy,,9,71,7.888888889,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,18,9,50.00%,9,50.00%,suppressed for privacy concerns,suppressed for privacy concerns,10,55.56%,7,38.89%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,75,23.73%,62,19.94%,NO,36,21.5,0,0,22,1,GYMNASIUM,N,Inside,N,YES,YES,79,7870716,0,0,525,72,45,53,47,55,69,59,54,53,0,0,0,0,243,46.29%,282,53.71%,16,3.05%,293,55.81%,167,31.81%,20,3.81%,29,5.52%,169,32.19%,31,5.90%,487,92.76%,0.9081447721,148,356,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-634-9459,"2-45 BEACH  79 STREET, QUEENS NY 11693",3,1,NO,Not Accessible,Yes
27Q197,Q197,P.S. 197 The Ocean School,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",23193,1963,55,1055305,157854,414,31,101002,4155970001,QN15,Far Rockaway-Bayswater                                                     ,Christina Villavicencio,27,Q827,40.599664,-73.744128,54,77,49,63.64%,75,126,69,54.76%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,41,20,48.78%,21,51.22%,suppressed for privacy concerns,suppressed for privacy concerns,21,51.22%,17,41.46%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,69,28.63%,77,31.69%,NO,Redacted for privacy concerns,19.5,0,0,22,1,GYMNASIUM,N,Inside,N,YES,YES,77,7326811,0,0,498,65,64,73,97,77,81,0,0,0,0,0,0,0,226,45.38%,272,54.62%,12,2.41%,226,45.38%,228,45.78%,9,1.81%,23,4.62%,116,23.29%,106,21.29%,477,95.78%,0.8677228689,161,433,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,SPANISH,718-327-1083,"825 HICKSVILLE ROAD, QUEENS NY 11691",1,0,NO,Not Accessible,No
27Q207,Q207,P.S. 207 Rockwood Park,343000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",23924,1965,53,1027566,178946,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach                                                    ,Eileen Davies,27,Q827,40.657736,-73.843881,54,129,54,41.86%,83,174,72,41.38%,,71,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,52,23,44.23%,29,55.77%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,9,17.31%,suppressed for privacy concerns,suppressed for privacy concerns,41,78.85%,214,56.17%,198,56.57%,NO,20,20,0,0,16,2,MULTI-PURPOSE CLASSROOM,N,Inside,Y,YES,NO,90,8756533,15000,22.05882353,680,73,72,63,77,69,73,45,73,83,0,0,0,0,333,48.97%,347,51.03%,22,3.24%,9,1.32%,126,18.53%,7,1.03%,516,75.88%,131,19.26%,4,0.59%,235,34.56%,0.1691441238,90,300,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-848-2700,"159-15 88 STREET, QUEENS NY 11414",2,1,NO,Partially Accessible,Yes
27Q223,Q223,P.S. 223 Lyndon B. Johnson,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",27211,1974,44,1042632,184866,412,28,18401,4120510020,QN76,Baisley Park                                                               ,DEBORAH OTTO,27,Q827,40.673898,-73.78953,30,69,30,43.48%,100,113,77,68.14%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,31,13,41.94%,18,58.06%,9,29.03%,15,48.39%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,77,30.80%,77,30.68%,NO,8,19.5,0,0,0,0,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,YES,YES,75,7600476,0,0,559,82,80,92,94,93,87,0,0,0,0,0,0,0,243,43.47%,316,56.53%,76,13.60%,341,61.00%,85,15.21%,53,9.48%,4,0.72%,118,21.11%,31,5.55%,521,93.20%,0.7352683544,150,401,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-558-2900,"125-20 SUTPHIN BOULEVARD, QUEENS NY 11434",1,1,YES,Partially Accessible,No
27Q232,Q232,P.S. 232 Lindenwood,343000000000,DOE,General Academic,K-8,YES,NO,"0K,01,02,03,04,05,06,07,08,SE",22828,1962,56,1025691,181738,410,32,6202,4114450001,QN57,Lindenwood-Howard Beach                                                    ,LISA JOSEPHSON,27,Q827,40.665408,-73.850622,18,111,18,16.22%,100,159,91,57.23%,,132,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,413,62.67%,335,52.92%,YES,26,19.33333,0,0,19,2,GYMNASIUM,N,Inside,N,YES,YES,85,8527856,0,0,970,80,110,96,105,114,130,112,121,102,0,0,0,0,476,49.07%,494,50.93%,93,9.59%,82,8.45%,454,46.80%,17,1.75%,324,33.40%,176,18.14%,45,4.64%,600,61.86%,0.4908041358,92,560,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-848-9247,"153-23 83 STREET, QUEENS NY 11414",2,1,NO,Partially Accessible,Yes
27Q253,Q253,P.S. 253,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",38169,2004,14,1054000,160613,414,31,103202,4155410001,QN15,Far Rockaway-Bayswater                                                     ,Phoebe Grant Robinson,27,Q827,40.607247,-73.748799,28,114,28,24.56%,75,147,77,52.38%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,29,13,44.83%,16,55.17%,suppressed for privacy concerns,suppressed for privacy concerns,8,27.59%,16,55.17%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,61,22.93%,95,35.45%,NO,Redacted for privacy concerns,24.5,0,0,25,1,GYMNASIUM,Y,Inside,N,YES,YES,68,6681576,0,0,562,84,70,101,92,87,99,0,0,0,0,0,0,0,289,51.42%,273,48.58%,19,3.38%,177,31.49%,350,62.28%,8,1.42%,8,1.42%,129,22.95%,174,30.96%,544,96.80%,0.8659662008,259,515,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,SPANISH,718-327-0895,"1307 CENTRAL AVENUE, QUEENS NY 11691",1,2,YES,Fully Accessible,Yes
27Q254,Q254,P.S. 254 - The Rosa Parks School,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",38169,2004,14,1026430,193322,409,32,2400,4091770023,QN54,Richmond Hill                                                              ,Pamela Markham,27,Q827,40.6972,-73.847886,36,170,36,21.18%,100,218,94,43.12%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,35,14,40.00%,21,60.00%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,26,74.29%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,128,43.84%,149,49.67%,NO,Redacted for privacy concerns,22.66666,0,0,22,1,GYMNASIUM,Y,Inside,N,YES,YES,67,6503314,0,0,648,95,101,102,99,104,112,0,0,0,0,0,0,0,306,47.22%,342,52.78%,77,11.88%,23,3.55%,479,73.92%,15,2.31%,54,8.33%,93,14.35%,91,14.04%,523,80.71%,0.6831049323,208,435,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-520-7878,"84-40 101 STREET, QUEENS NY 11418",1,0,YES,Fully Accessible,Yes
27Q306,Q306,New York City Academy for Discovery,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",39630,2008,10,1025724,191015,409,32,2000,0,QN53,Woodhaven                                                                  ,Cheryl Ann Leone,27,Q827,40.691765,-73.849006,36,136,36,26.47%,66,200,54,27.00%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,34,14,41.18%,20,58.82%,13,38.24%,suppressed for privacy concerns,suppressed for privacy concerns,17,50.00%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,64,34.59%,73,38.22%,NO,30,18,0,0,22,1,MULTI-PURPOSE ROOM,N,Inside,Y,NO,NO,50,4008101,0,0,417,62,62,57,62,63,77,0,0,0,0,0,0,0,195,46.76%,222,53.24%,77,18.47%,21,5.04%,277,66.43%,26,6.24%,16,3.84%,72,17.27%,64,15.35%,347,83.21%,0.6729688048,236,331,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-441-2165,"95-16 89TH AVENUE, QUEENS NY 11421",1,0,NO,Fully Accessible,No
27Q316,Q316,Queens Explorers Elementary School,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,SE",41821,2014,4,1025860,188293,409,32,3800,4090640031,QN53,Woodhaven                                                                  ,MELISSA COMPSON,27,Q827,40.683112,-73.850123,28,328,28,8.54%,75,317,67,21.14%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,108,53,49.07%,55,50.93%,36,33.33%,suppressed for privacy concerns,suppressed for privacy concerns,53,49.07%,10,9.26%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,44,70.97%,NO,0,25,0,0,17,1,GYM/AUDITORIUM,N,Inside,Y,YES,YES,52,4997594,0,0,386,67,75,71,65,0,0,0,0,0,0,0,0,0,201,52.07%,185,47.93%,100,25.91%,26,6.74%,192,49.74%,23,5.96%,45,11.66%,39,10.10%,17,4.40%,293,75.91%,0.6131113768,155,286,0,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-558-7088,"90-07 101ST AVENUE, QUEENS NY 11416",1,0,NO,Fully Accessible,Yes
27Q317,Q317,Waterside Children's Studio School,343000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",39995,2009,9,1031169,150962,414,32,93800,4161810001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,DANA GERENDASI,27,Q827,40.580907,-73.83109,54,121,54,44.63%,108,183,76,41.53%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,51,30,58.82%,21,41.18%,suppressed for privacy concerns,suppressed for privacy concerns,11,21.57%,21,41.18%,suppressed for privacy concerns,suppressed for privacy concerns,14,27.45%,98,45.58%,83,38.43%,NO,Redacted for privacy concerns,23,0,0,16,1,GYMNASIUM,Y,Inside,N,NO,NO,62,5746832,6000,11.92842942,503,81,77,68,81,72,73,0,0,0,0,0,0,0,256,50.89%,247,49.11%,26,5.17%,120,23.86%,224,44.53%,21,4.17%,112,22.27%,98,19.48%,59,11.73%,364,72.37%,0.6388787031,98,282,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-634-1344,"190 BEACH 110 STREET, ROCKAWAY PARK NY 11694",1.8,0,YES,Not Accessible,Yes
